mukey,areasymbol,musym,muname,compname,comppct_r,hydgrp,drainagecl,floodfreq,pondfreq,ksat_um_s,ksat_in_hr,awc,aashto,uscs,reskind,resdept_ft,wtdepannmin_ft,eng_roads,eng_shallow_excav,eng_dwellings,eng_sand_source
3433456,DE005,SuA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal",Sunken,80,C/D,Very poorly drained,Occasional,10,600,85.0392,0.28,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Fair
3433462,DE005,TP,"Transquaking and Mispillion soils, 0 to 1 percent slopes, very frequently flooded, tidal",Transquaking,42,C/D,Very poorly drained,Very frequent,0,77.63,11.0027,0.17,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433663,DE001,Ap,"Appoquinimink-Broadkill complex, 0 to 1 percent slopes, very frequently flooded, tidal",Appoquinimink,55,B/D,Very poorly drained,Very frequent,0,7.76,1.0998,0.2,A-7-5,OH,,,0.0,Very limited,Very limited,Very limited,Poor
3433664,DE003,Ap,"Appoquinimink-Broadkill complex, 0 to 1 percent slopes, very frequently flooded, tidal",Appoquinimink,55,B/D,Very poorly drained,Very frequent,0,7.76,1.0998,0.2,A-7-5,OH,,,0.0,Very limited,Very limited,Very limited,Poor
3433665,DE005,Ap,"Appoquinimink-Broadkill complex, 0 to 1 percent slopes, very frequently flooded, tidal",Appoquinimink,55,B/D,Very poorly drained,Very frequent,0,7.76,1.0998,0.2,A-7-5,OH,,,0.0,Very limited,Very limited,Very limited,Poor
3433666,DE003,Brm,"Broadkill mucky silt loam, 0 to 1 percent slopes, very frequently flooded, tidal",Broadkill,75,B/D,Very poorly drained,Very frequent,0,7.76,1.0998,0.2,A-7-5,OH,,,0.0,Very limited,Very limited,Very limited,Poor
3433667,DE001,Brm,"Broadkill mucky silt loam, 0 to 1 percent slopes, very frequently flooded, tidal",Broadkill,75,B/D,Very poorly drained,Very frequent,0,7.76,1.0998,0.2,A-7-5,OH,,,0.0,Very limited,Very limited,Very limited,Poor
3433668,DE005,Br,"Broadkill mucky peat, 0 to 1 percent slopes, very frequently flooded, tidal",Broadkill,75,B/D,Very poorly drained,Very frequent,0,28,3.9685,0.4,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433669,DE001,Lk,"Lenape mucky peat, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,85,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.2,Very limited,Very limited,Very limited,Poor
3433670,DE003,Lk,"Lenape mucky peat, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,85,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.2,Very limited,Very limited,Very limited,Poor
3433671,DE005,Lk,"Lenape mucky peat, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,85,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.2,Very limited,Very limited,Very limited,Poor
3433672,DE001,Ln,"Lenape-Nanticoke complex, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,45,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433673,DE003,Ln,"Lenape-Nanticoke complex, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,45,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433675,DE005,Ln,"Lenape-Nanticoke complex, 0 to 1 percent slopes, very frequently flooded, tidal",Lenape,45,C/D,Very poorly drained,Very frequent,5,92,13.0393,0.45,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433676,DE003,LO,"Longmarsh and Indiantown soils, 0 to 1 percent slopes, frequently flooded",Longmarsh,43,B/D,Very poorly drained,Frequent,95,600,85.0392,0.45,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Fair
3433677,DE001,LO,"Longmarsh and Indiantown soils, 0 to 1 percent slopes, frequently flooded",Longmarsh,43,B/D,Very poorly drained,Frequent,95,600,85.0392,0.45,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Fair
3433682,DE001,NM,"Nanticoke and Mannington soils, 0 to 1 percent slopes, very frequently flooded, tidal",Nanticoke,50,C/D,Very poorly drained,Very frequent,0,2.82,0.3997,0.15,A-5,OL,,,0.0,Very limited,Very limited,Very limited,Poor
3433683,DE003,NM,"Nanticoke and Mannington soils, 0 to 1 percent slopes, very frequently flooded, tidal",Nanticoke,50,C/D,Very poorly drained,Very frequent,0,2.82,0.3997,0.15,A-5,OL,,,0.0,Very limited,Very limited,Very limited,Poor
3433687,DE005,Pa,"Pawcatuck mucky peat, 0 to 1 percent slopes, very frequently flooded, tidal",Pawcatuck,80,A/D,Very poorly drained,Very frequent,0,28.23,4.0011,0.02,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433688,DE001,Pu,"Purnell peat, 0 to 1 percent slopes, very frequently flooded, tidal",Purnell,85,A/D,Very poorly drained,Very frequent,5,72.69,10.3025,0.27,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433689,DE005,Pu,"Purnell peat, 0 to 1 percent slopes, very frequently flooded, tidal",Purnell,85,A/D,Very poorly drained,Very frequent,5,72.69,10.3025,0.27,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433690,DE005,Sp,"Saltpond mucky sand, 0 to 2 percent slopes, very frequently flooded, tidal",Saltpond,80,A/D,Poorly drained,Very frequent,5,92,13.0393,0.05,A-3,SP-SM,,,0.0,Very limited,Very limited,Very limited,Good
3433691,DE001,SuA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal",Sunken,80,C/D,Very poorly drained,Occasional,10,600,85.0392,0.28,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Fair
3433692,DE003,SuA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal",Sunken,80,C/D,Very poorly drained,Occasional,10,600,85.0392,0.28,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Fair
3433694,DE001,TP,"Transquaking and Mispillion soils, 0 to 1 percent slopes, very frequently flooded, tidal",Transquaking,40,C/D,Very poorly drained,Very frequent,20,77.63,11.0027,0.17,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433695,DE003,TP,"Transquaking and Mispillion soils, 0 to 1 percent slopes, very frequently flooded, tidal",Transquaking,40,C/D,Very poorly drained,Very frequent,20,77.63,11.0027,0.17,A-8,PT,,,0.0,Very limited,Very limited,Very limited,Poor
3433698,DE003,Be,"Beaches, very frequently flooded",Beaches,80,,Very poorly drained,Very frequent,5,91.74,13.0025,0.04,A-3,SP-SM,,,0.5,Very limited,Very limited,Very limited,Not rated
